year,company,facility,city,province,naics,amount
2021,Baytex Energy Ltd,Plato Oil MWB 02-10-026-18W3,N/A,Saskatchewan,211110,0.26577999999999996
2020,Baytex Energy Ltd,Plato Oil MWB 02-11-026-18W3,,Saskatchewan,211110,0.314
2021,Baytex Energy Ltd,Plato Oil MWB 02-11-026-18W3,N/A,Saskatchewan,211110,0.23460999999999999
2020,Baytex Energy Ltd,Plato Oil MWB 03-10-026-18W3,,Saskatchewan,211110,0.219
2021,Baytex Energy Ltd,Plato Oil MWB 03-10-026-18W3,N/A,Saskatchewan,211110,0.22816
2020,Baytex Energy Ltd,Plato Oil MWB 08-03-026-18W3,,Saskatchewan,211110,0.18
2021,Baytex Energy Ltd,Plato Oil MWB 08-03-026-18W3,N/A,Saskatchewan,211110,0.161
2020,Baytex Energy Ltd,Plato Oil MWB 11-18-026-18W3,,Saskatchewan,211110,0.172
2021,Baytex Energy Ltd,Plato Oil MWB 11-18-026-18W3,N/A,Saskatchewan,211110,0.18494
2020,Baytex Energy Ltd,Plato Oil MWB 15-25-025-18W3,,Saskatchewan,211110,0.35
2021,Baytex Energy Ltd,Plato Oil MWB 15-25-025-18W3,N/A,Saskatchewan,211110,0.21134999999999998
2020,Baytex Energy Ltd,Plato Oil MWB 16-03-026-18W3,,Saskatchewan,211110,0.295
2021,Baytex Energy Ltd,Plato Oil MWB 16-03-026-18W3,N/A,Saskatchewan,211110,0.36329
2020,Baytex Energy Ltd,Plato Oil MWB 16-36-025-18W3,,Saskatchewan,211110,0.366
2021,Baytex Energy Ltd,Plato Oil MWB 16-36-025-18W3,N/A,Saskatchewan,211110,0.19991
2020,Baytex Energy Ltd,Plato Oil SWB 07-10-026-18W3,,Saskatchewan,211110,0.189
2020,Baytex Energy Ltd,Plato Oil SWB 07-11-026-18W3,,Saskatchewan,211110,0.207
2020,Baytex Energy Ltd,Plato Oil SWB 09-09-026-18W3,,Saskatchewan,211110,0.38699999999999996
2021,Baytex Energy Ltd,Plato Oil SWB 09-09-026-18W3,N/A,Saskatchewan,211110,0.31234
2020,Baytex Energy Ltd,Plato Oil SWB 15-09-026-18W3,,Saskatchewan,211110,0.33499999999999996
2020,Baytex Energy Ltd,Plato Oil SWB 16-17-026-18W3,,Saskatchewan,211110,0.6639999999999999
2021,Baytex Energy Ltd,Plato Oil SWB 16-17-026-18W3,N/A,Saskatchewan,211110,0.20406
2020,Baytex Energy Ltd,SKBT0029340,,Saskatchewan,211110,0.21
2020,Baytex Energy Ltd,Smiley Oil MWB 05-15-032-25W3,,Saskatchewan,211110,0.354
2021,Baytex Energy Ltd,Smiley Oil MWB 05-15-032-25W3,N/A,Saskatchewan,211110,0.19391
2020,Baytex Energy Ltd,Viking Oil MWB 02-16-034-24W3,,Saskatchewan,211110,0.27299999999999996
2021,Baytex Energy Ltd,Viking Oil MWB 02-16-034-24W3,N/A,Saskatchewan,211110,0.28864999999999996
2020,Baytex Energy Ltd,Viking Oil MWB 05-27-034-24W3,,Saskatchewan,211110,0.304
2020,Baytex Energy Ltd,Viking Oil MWB 14-15-034-24W3,,Saskatchewan,211110,0.213
2020,Baytex Energy Ltd,Viking Oil MWB 16-35-033-24W3,,Saskatchewan,211110,0.222
2021,Baytex Energy Ltd,Viking Oil MWB 16-35-033-24W3,N/A,Saskatchewan,211110,0.59886
2020,Baytex Energy Ltd,Viking Oil SWB 01-17-034-24W3,,Saskatchewan,211110,0.39899999999999997
2021,Baytex Energy Ltd,Viking Oil SWB 01-17-034-24W3,N/A,Saskatchewan,211110,0.16526
2020,Baytex Energy Ltd,Viking Oil SWB 01-27-034-24W3,,Saskatchewan,211110,0.264
2020,Baytex Energy Ltd,Viking Oil SWB 04-04-034-24W3,,Saskatchewan,211110,0.582
2021,Baytex Energy Ltd,Viking Oil SWB 04-04-034-24W3,N/A,Saskatchewan,211110,0.19762
2020,Baytex Energy Ltd,Viking Oil SWB 13-09-034-24W3,,Saskatchewan,211110,0.323
2020,Baytex Energy Ltd,Viking Oil SWB 16-15-034-24W3,,Saskatchewan,211110,0.23199999999999998
2020,Baytex Energy Ltd,Whiteside Oil MWB 07-10-030-24W3,,Saskatchewan,211110,0.33399999999999996
2021,Baytex Energy Ltd,Whiteside Oil MWB 07-10-030-24W3,N/A,Saskatchewan,211110,0.29585
2020,Baytex Energy Ltd,Whiteside Oil MWB 11-30-029-24W3,,Saskatchewan,211110,0.212
2021,Baytex Energy Ltd,Whiteside Oil MWB 11-30-029-24W3,N/A,Saskatchewan,211110,0.1744
2020,Baytex Energy Ltd,Whiteside Oil MWB 13-25-029-25W3,,Saskatchewan,211110,0.185
2020,Baytex Energy Ltd,Whiteside Oil SWB 01-28-030-25W3,,Saskatchewan,211110,0.16899999999999998
2020,Baytex Energy Ltd,Whiteside Oil SWB 05-20-030-25W3,,Saskatchewan,211110,0.25
2020,Baytex Energy Ltd,Whiteside Oil SWB 11-28-030-25W3,,Saskatchewan,211110,0.6789999999999999
2021,Baytex Energy Ltd,Whiteside Oil SWB 11-28-030-25W3,N/A,Saskatchewan,211110,0.41095
2020,Baytex Energy Ltd,Dodsland Oil MWB 13-13-030-21W3,,Saskatchewan,211110,0.173
2020,Baytex Energy Ltd,Dodsland Oil MWB 14-13-030-21W3,,Saskatchewan,211110,0.258
2020,Baytex Energy Ltd,Dodsland Oil MWB 15-13-030-21W3,,Saskatchewan,211110,0.242
2020,Baytex Energy Ltd,Dodsland Oil MWB 16-13-030-21W3,,Saskatchewan,211110,0.23299999999999998
2020,Baytex Energy Ltd,Forgan Oil MWB 05-32-024-14W3,,Saskatchewan,211110,0.23099999999999998
2020,Baytex Energy Ltd,Beadle Oil MWB 13-15-029-21W3,,Saskatchewan,211110,0.161
2020,Longshore Resources Ltd.,ABBT0151029,,Alberta,211110,0.42
2020,Longshore Resources Ltd.,ABBT0153962,,Alberta,211110,0.162
2020,Longshore Resources Ltd.,ABBT0153963,,Alberta,211110,0.253
2020,Longshore Resources Ltd.,Rifle Shot Choice 16-16-040-09W4M,,Alberta,211110,0.158
2020,Longshore Resources Ltd.,SHP 01-32-33-24 SWB,,Saskatchewan,211110,0.19399999999999998
2020,Longshore Resources Ltd.,SHP KERR 01/01-31-033-24W3,,Saskatchewan,211110,0.40599999999999997
2020,Longshore Resources Ltd.,SHP KERR 01/10-34-033-24W3,,Saskatchewan,211110,0.19399999999999998
2020,Longshore Resources Ltd.,SHP KERR 01/12-33-033-24W3,,Saskatchewan,211110,0.223
2020,Longshore Resources Ltd.,SHP KERR 02/12-33-033-24W3,,Saskatchewan,211110,0.159
2020,Longshore Resources Ltd.,SHP KERR 02/14-01-034-24W3,,Saskatchewan,211110,0.213
2020,Longshore Resources Ltd.,SHP KERR 02/16-32-033-24W3,,Saskatchewan,211110,0.255
2020,Longshore Resources Ltd.,SHP KERR 03/14-01-034-24W3,,Saskatchewan,211110,0.316
2020,Longshore Resources Ltd.,SHP PLENTY 01/09-12-033-20W3,,Saskatchewan,211110,0.16899999999999998
2020,Longshore Resources Ltd.,SKP KERR 01/14-01-034-24W3,,Saskatchewan,211110,0.29
2020,Longshore Resources Ltd.,STEELHEAD 01-29-33-24 SWB,,Saskatchewan,211110,0.291
2020,Longshore Resources Ltd.,STEELHEAD02/13-01-34-24w3 SWB,,Saskatchewan,211110,0.16999999999999998
2020,Longshore Resources Ltd.,Shaker 15-24-55-21W4 Oil Battery,,Alberta,211110,63.091
2020,Whitecap Resources Inc.,Xto Kakwa 07-21-062-05W6,CALGARY,Alberta,211110,20.06514
2020,Teine Energy Ltd.,TEINE Dodsland 5-26,,Saskatchewan,211110,0.42117299999999996
2020,Teine Energy Ltd.,Plato Bty 04-07-27-19-W3,Snipe Lake,Saskatchewan,211110,1.216
2021,Teine Energy Ltd.,Plato Bty 04-07-27-19-W3,Snipe Lake,Saskatchewan,211110,2.51
2020,Strathcona Resources Ltd.,COURT 6-25 UNIT,,Saskatchewan,211110,67.211
2021,Strathcona Resources Ltd.,COURT 6-25 UNIT,COURT 06-25,Saskatchewan,211110,82.673
2020,Certus Oil and Gas Inc.,Certus 04-16-038-03W5,CALGARY,Alberta,211110,2.315
2020,NEWCREST RED CHRIS MINING LIMITED,Red Chris Mine ,Dease Lake,British Columbia,212220,182.2782
2021,NEWCREST RED CHRIS MINING LIMITED,Red Chris Mine,Dease Lake,British Columbia,212220,178.5777
2020,GFL Environmental Inc.,GFL Environmental Inc. (Instow UMO Processing Facility),INSTOW,Saskatchewan,562210,30.835
2021,Independent Renewable Resources Corp.,Instow UMO Processing Facility,Instow,Saskatchewan,562210,27.565
2020,StrataGold Corporation,Eagle Gold Mine,VANCOUVER,British Columbia,212220,100.491
2021,StrataGold Corporation,Eagle Gold Mine,Vancouver,British Columbia,212220,245.5355
2020,Sitka Exploration Ltd,14-18-036-05 W5M,,Alberta,211110,42.14266
2021,Certus Oil and Gas Inc.,14-18-036-05 W5M,Garrington,Alberta,211110,23.0048
2020,Hammerhead Resources Inc,HHR Karr 10-21-65-3W6 GGS,,Alberta,211110,169.633
2021,Hammerhead Resources Inc,HHR Karr 10-21-65-3W6 GGS,Grande Prairie,Alberta,211110,74.89755
2020,Hammerhead Resources Inc,HHR Karr 03-22-066-03W6,,Alberta,211110,119.068
2021,Hammerhead Resources Inc,HHR Karr 03-22-066-03W6,Grande Prairie,Alberta,211110,113.98049
2020,Hammerhead Resources Inc,HHR Karr 01-16-065-03W6,,Alberta,211110,1418.172
2021,Hammerhead Resources Inc,HHR Karr 01-16-065-03W6,Grande Prairie,Alberta,211110,1501.85928
2020,Hammerhead Resources Inc,HHR GGS 11-12-068-04W6,,Alberta,211110,1374.912
2021,Hammerhead Resources Inc,HHR GGS 11-12-068-04W6,Grande Prairie,Alberta,211110,847.776129
2020,Hammerhead Resources Inc,HHR Gold Creek 03-10-068-04W6,,Alberta,211110,556.931
2021,Hammerhead Resources Inc,HHR Gold Creek 03-10-068-04W6,Grande Prairie,Alberta,211110,544.90314
2020,Whitecap Resources Inc.,KCK KAKWA 6-17-62-4,,Alberta,211110,116.4166
2020,Lynx Energy ULC,REDLAND - 16-13-028-20W4,,Alberta,211110,14.0994
2021,Lynx Energy ULC,REDLAND - 16-13-028-20W4,N/A,Alberta,211110,21.2747
2020,Longwood Energy Corporation,MIP BEAM Energy Centre,HAMILTON,Ontario,221112,21.0
2021,Longwood Energy Corporation,MIP BEAM Energy Centre,Hamilton,Ontario,221112,52.0
2020,Pembina Pipeline Corporation,SEEP Ethane Extraction Plant 13-19,,Saskatchewan,211110,16.6386
2021,Pembina Pipeline Corporation,SEEP Ethane Extraction Plant 13-19,N/A,Saskatchewan,211110,35.6483
2020,Inplay Oil Corp.,Inplay Willgr 16-26,,Alberta,211110,0.5502
2021,Inplay Oil Corp.,Inplay Willgr 16-26,Clearwater County,Alberta,211110,0.238
2020,Gear Energy Ltd.,Wildmere 8-18-48-5W4,,Alberta,211110,14.2293
2021,Gear Energy Ltd.,Wildmere 8-18-48-5W4,Wildmere,Alberta,211110,12.667300000000001
2020,HIPCO-Portlands Projects Corporation,Pier10 Energy Centre,HAMILTON,Ontario,221330,25.0
2021,HIPCO-Portlands Projects Corporation,Pier10 Energy Centre,Hamilton,Ontario,221330,30.0
2021,ARC RESOURCES LTD.,Kakwa 05-25-063-04W6,N/A,Alberta,211110,9.313625
2020,ARC RESOURCES LTD.,Kakwa 08-03-064-04W6,KAKWA,Alberta,211110,24.43
2021,ARC RESOURCES LTD.,Kakwa 08-03-064-04W6,N/A,Alberta,211110,23.851799
2020,ARC RESOURCES LTD.,Kakwa 03-20-063-04W6,KAKWA,Alberta,211110,1.46
2020,Taqa North Ltd.,TAQA Pass Creek GS 02-22-60-20W5,,Alberta,211110,23.782443999999998
2020,Taqa North Ltd.,Kaybob 02-33-060-18W5 Pass Creek COMP ST,,Alberta,211110,14.794397
2020,Taqa North Ltd.,ALTANA CAROLINE-Stauffer (02/12-36-034-06W5),,Alberta,211110,50.847575
2020,Taqa North Ltd.,TAQA GS Ricinus 00-11-20-034-07W5,,Alberta,211110,11.423551
2020,Taqa North Ltd.,TAQA NORTH O'CHIESE GGS (00/05-33-043-09W5),,Alberta,211110,114.373251
2020,Taqa North Ltd.,Bearberry/TAQA Gas MW 16-1-33-8W5,,Alberta,211110,70.28275
2020,Taqa North Ltd.,TAQA - Sunchild 01-04-044-11W5M Facility,na,Alberta,211110,91.025488
2021,Taqa North Ltd.,TAQA - Sunchild 01-04-044-11W5M Facility,na,Alberta,211110,21.365025
2020,Taqa North Ltd.,TAQA - Caroline 3-26-33-6W5,SUNDRE,Alberta,211110,47.898201
2021,Taqa North Ltd.,TAQA - Caroline 3-26-33-6W5,Sundre,Alberta,211110,1.188045
2020,Storm Resources Ltd,SRL Nig Creek Gas Plant B-048-G/94-H-04,,British Columbia,211110,194.059
2021,Storm Resources,Nig Creek Sour Gas Plant b-048-G,N/A,British Columbia,211110,296.89335
2021,Pine Cliff Energy Ltd.,ABBT0082110,na,Alberta,211110,0.5083
2020,Apogee Petroleum Inc.,Drumheller Compressor Station 05-31-028-19W4,,Alberta,211110,14.264
2021,Pine Cliff Energy Ltd.,Drumheller Compressor Station 05-31-028-19W4,na,Alberta,211110,22.10082
2020,Apogee Petroleum Inc.,Drumheller Compressor Station 16-24-029-19W4,,Alberta,211110,24.469
2021,Pine Cliff Energy Ltd.,Drumheller Compressor Station 16-24-029-19W4,na,Alberta,211110,38.55605
2020,Apogee Petroleum Inc.,Ghost Pine Compressor Station 04-09-031-20W4,,Alberta,211110,17.568
2021,Pine Cliff Energy Ltd.,Ghost Pine Compressor Station 04-09-031-20W4,na,Alberta,211110,31.77331
2020,Apogee Petroleum Inc.,Michichi Compressor Station 13-20-031-18W4,,Alberta,211110,31.057
2021,Pine Cliff Energy Ltd.,Michichi Compressor Station 13-20-031-18W4,na,Alberta,211110,18.8487
2020,Apogee Petroleum Inc.,Rowley Gas Plant,,Alberta,211110,106.859
2021,Pine Cliff Energy Ltd.,Rowley Sweet Gas Plant 04-09-31-20W4m,na,Alberta,211110,170.73575
2020,Apogee Petroleum Inc.,Rowley North Gathering System 16-24-032-20W4,,Alberta,211110,32.832
2021,Pine Cliff Energy Ltd.,Rowley North Gathering System 16-24-032-20W4,na,Alberta,211110,47.00256
2020,Vermilion Energy Inc.,ABGS0002990,,Alberta,211110,120.421
2020,Vermilion Energy Inc.,SKBT0009753,,Saskatchewan,211110,0.22
2020,Vermilion Energy Inc.,SKBT0010827,,Saskatchewan,211110,2.6559999999999997
2020,Vermilion Energy Inc.,SKBT0015572,,Saskatchewan,211110,0.6709999999999999
2020,Vermilion Energy Inc.,SKBT0017540,,Saskatchewan,211110,0.9009999999999999
2020,Vermilion Energy Inc.,SKBT0024416,,Saskatchewan,211110,0.824
2020,Vermilion Energy Inc.,SKBT0028889,,Saskatchewan,211110,0.183
2020,Vermilion Energy Inc.,SKBTB4L0016,,Saskatchewan,211110,1.601
2020,Vermilion Energy Inc.,SKBTB4L0103,,Saskatchewan,211110,0.369
2020,Vermilion Energy Inc.,SKBTB4L0159,,Saskatchewan,211110,0.325
2020,Vermilion Energy Inc.,SKBTB4L0170,,Saskatchewan,211110,1.3679999999999999
2020,Vermilion Energy Inc.,SKBTB4L0212,,Saskatchewan,211110,1.974
2020,Vermilion Energy Inc.,SKBTB4L0275,,Saskatchewan,211110,0.5449999999999999
2020,Vermilion Energy Inc.,SKBTB4L0287,,Saskatchewan,211110,0.701
2020,Vermilion Energy Inc.,SKBTB4L0330,,Saskatchewan,211110,1.548
2020,Vermilion Energy Inc.,SKBTB4L0416,,Saskatchewan,211110,3.473
2020,Vermilion Energy Inc.,SKBTB4L0802,,Saskatchewan,211110,4.8629999999999995
2020,Vermilion Energy Inc.,SKBTB4L2251,,Saskatchewan,211110,13.282
2020,Vermilion Energy Inc.,SKBTB4L2279,,Saskatchewan,211110,3.445
2020,Vermilion Energy Inc.,SKBTB4L3630,,Saskatchewan,211110,0.297
2020,Vermilion Energy Inc.,SKBTB4L3687,,Saskatchewan,211110,0.827
2020,Vermilion Energy Inc.,SKBTB4L3698,,Saskatchewan,211110,1.421
2020,Vermilion Energy Inc.,SKBTB4L3704,,Saskatchewan,211110,0.473
2020,Vermilion Energy Inc.,SKBTB4L3772,,Saskatchewan,211110,0.235
2020,Vermilion Energy Inc.,SKBTB4L3839,,Saskatchewan,211110,0.59
2020,Vermilion Energy Inc.,SKBTB4L3925,,Saskatchewan,211110,0.418
2020,Vermilion Energy Inc.,SKBTB4M3629,,Saskatchewan,211110,0.729
2020,Vermilion Energy Inc.,SKBTB4M3633,,Saskatchewan,211110,0.99
2020,Vermilion Energy Inc.,SKBTB4M3738,,Saskatchewan,211110,3.548
2020,Vermilion Energy Inc.,SKGPY400011,,Saskatchewan,211110,3.464
2021,Tourmaline Oil Corp,Gundy A-021-I,Calgary,British Columbia,211110,61.3251
2020,Tourmaline Oil Corp,Gundy a-021-I Compressor Stn,WONOWON,British Columbia,211110,15.6964
2020,Pine Cliff Energy Ltd.,Three Hills GP 10-6,,Alberta,211110,14.1237
2020,Husky Oil Operations Limited,MORGAN SWB 04-11-052-04W4,CALGARY,Alberta,211110,0.92575
2020,Husky Oil Operations Limited,MARWAYNE MWB 04-08-052-03W4,CALGARY,Alberta,211110,15.05136
2021,Husky Oil Operations Limited,MARWAYNE MWB 04-08-052-03W4,N/A,Alberta,211110,15.150493
2020,Husky Oil Operations Limited,MARWAYNE GGS GS 16-07-052-01W4,CALGARY,Alberta,211110,1.08695
2021,Husky Oil Operations Limited,MARWAYNE GGS GS 16-07-052-01W4,N/A,Alberta,211110,0.4783
2020,Husky Oil Operations Limited,MANNVILLE MWB 16-20-052-07W4,CALGARY,Alberta,211110,16.7565
2020,Husky Oil Operations Limited,HUSKY BT 16-23-048-06W4,CALGARY,Alberta,211110,1.23081
2020,Husky Oil Operations Limited,HUSKY BT 15-23-048-06W4,CALGARY,Alberta,211110,1.65759
2021,Husky Oil Operations Limited,HUSKY BT 15-23-048-06W4,N/A,Alberta,211110,1.5272109999999999
2020,Jupiter Resources Inc.,Resthaven 3-16 Gas Plant,CALGARY,Alberta,211110,321.5516
2021,Tourmaline Oil Corp,Resthaven 3-16 Gas Plant,Calgary,Alberta,211110,40.5895
2020,XTO Energy Canada ULC,05-31-064-04W6 - ABBT0156469,,Alberta,211110,0.5618
2021,XTO Energy Canada ULC,05-31-064-04W6 - ABBT0156469,na,Alberta,211110,2.7711
2020,XTO Energy Canada ULC,12-02-061-20W5 - ABBT0150881,,Alberta,211110,13.722
2021,XTO Energy Canada ULC,12-02-061-20W5 - ABBT0150881,na,Alberta,211110,14.7286
2020,XTO Energy Canada ULC,05-01-061-20W5 - ABBT0153669,,Alberta,211110,22.1094
2021,XTO Energy Canada ULC,05-01-061-20W5 - ABBT0153669,na,Alberta,211110,17.9132
2020,Surge Energy Inc.,WillGrn Oil Battery 08-29,,Alberta,211110,0.4249
2020,Surge Energy Inc.,SURGE MACKLIN HZ 14-36-039-01W4,,Alberta,211110,0.6524
2021,Surge Energy Inc.,SURGE MACKLIN HZ 14-36-039-01W4,Provost No. 52,Alberta,211110,0.8731
2020,Surge Energy Inc.,SURGE ENERGY HZ VIK-KINS 16-12-045,,Alberta,211110,1.0531
2020,Surge Energy Inc.,Eyehill South 15-29-36-3W4,,Alberta,211110,1.9571
2020,Surge Energy Inc.,Surge Valhalla South 06-18,LA GLACE,Alberta,211110,108.6877
2021,Surge Energy Inc.,Surge Valhalla South 06-18,La Glace,Alberta,211110,60.3353
2020,Distinction Energy Corp.,NEGUS 1-3 MULTI-WELL BATTERY,,Alberta,211110,58.111
2021,Kiwetinohk Energy Corp.,Negus 01-03-060-24W5 MWB,Placid Montney,Alberta,211110,30.6942
2020,Distinction Energy Corp.,KAISER NEGUS ,,Alberta,211110,68.439
2021,Kiwetinohk Energy Corp.,Placid Negus Plant 11-03-060-25W5,Placid Sweet,Alberta,211110,62.4992
2020,Distinction Energy Corp.,EnCana Bigstone 8-11-60-23 W5,,Alberta,211110,71.0236
2021,Kiwetinohk Energy Corp.,Placid 08-11-060-23 Facility,Placid Sweet,Alberta,211110,54.8348
2020,Distinction Energy Corp.,DELPHI 5-8 Multi Well Gas Battery,,Alberta,211110,21.2819
2020,Distinction Energy Corp.,Bigstone Battery 07-11-060-23W5,CALGARY,Alberta,211110,46.3007
2020,Distinction Energy Corp.,Bigstone Sour Gas Processing Plant,CALGARY,Alberta,211110,80.4445
2021,Kiwetinohk Energy Corp.,Placid 07-11-060-23W5 Sour Facility,Placid Montney,Alberta,211110,308.1329
2020,Husky Oil Operations Limited,Spruce Lake Central Thermal,LLOYDMINSTER,Saskatchewan,211110,38.05871
2021,Husky Oil Operations Limited,Spruce Lake Central Thermal,Lloydminster,Saskatchewan,211110,41.7528
2020,Spur Petroleum Ltd.,Marten Hills 16-13-73-25W4 MWB,,Alberta,211110,5.2648
2021,Spur Petroleum Ltd.,Marten Hills 16-13-73-25W4 MWB,Calgary,Alberta,211110,13.478
2020,Spur Petroleum Ltd.,Nipisi 16-02-076-06W5,,Alberta,211110,0.7985
2021,Spur Petroleum Ltd.,Nipisi 16-02-076-06W5,Calgary,Alberta,211110,1.6543
2020,Spur Petroleum Ltd.,Nipisi 15-31-076-06W5,,Alberta,211110,16.04859
2021,Spur Petroleum Ltd.,Nipisi 15-31-076-06W5,Calgary,Alberta,211110,85.871
2020,Spur Petroleum Ltd.,Marten Hills 15-29-073-24W4,,Alberta,211110,18.87852
2021,Spur Petroleum Ltd.,Marten Hills 15-29-073-24W4,Calgary,Alberta,211110,56.287
2020,Spur Petroleum Ltd.,Marten Hills 15-12-074-25W4,,Alberta,211110,1.59839
2021,Spur Petroleum Ltd.,Marten Hills 15-12-074-25W4,Calgary,Alberta,211110,5.7337
2020,Spur Petroleum Ltd.,Marten Hills 14-14-073-25W4,,Alberta,211110,3.10242
2021,Spur Petroleum Ltd.,Marten Hills 14-14-073-25W4,Calgary,Alberta,211110,5.9606
2020,Spur Petroleum Ltd.,Nipisi 13-36-076-07W5,,Alberta,211110,5.13848
2021,Spur Petroleum Ltd.,Nipisi 13-36-076-07W5,Calgary,Alberta,211110,7.985
2020,Spur Petroleum Ltd.,Marten Hills 11-29-73-24W4,,Alberta,211110,2.69903
2020,Spur Petroleum Ltd.,Nipisi 09-10-077-07W5,,Alberta,211110,0.7766099999999999
2021,Spur Petroleum Ltd.,Nipisi 09-10-077-07W5,Calgary,Alberta,211110,3.8609999999999998
2020,Spur Petroleum Ltd.,Nipisi/Cabin Creek 06-36-075-06W5,,Alberta,211110,1.11149
2021,Spur Petroleum Ltd.,Nipisi/Cabin Creek 06-36-075-06W5,Calgary,Alberta,211110,3.0362
2021,Spur Petroleum Ltd.,Milton 16-33-29-27,Calgary,Saskatchewan,211110,2.0864
2020,Spur Petroleum Ltd.,N. Plato 16-01-27-18,,Saskatchewan,211110,1.9849999999999999
2021,Spur Petroleum Ltd.,N. Plato 16-01-27-18,Calgary,Saskatchewan,211110,2.064
2020,Spur Petroleum Ltd.,4-13-27-18W3 Oil Batteries,,Saskatchewan,211110,2.4086
2021,Spur Petroleum Ltd.,4-13-27-18W3 Oil Batteries,Calgary,Saskatchewan,211110,2.163
2020,Spur Petroleum Ltd.,S. Plato 3-20-25-16,,Saskatchewan,211110,1.5805
2020,Spur Petroleum Ltd.,N. Plato 03-13-27-18,,Saskatchewan,211110,1.2919
2021,Spur Petroleum Ltd.,N. Plato 03-13-27-18,Calgary,Saskatchewan,211110,1.4863
2020,Spur Petroleum Ltd.,N. Plato 01-18-027-17W3,,Saskatchewan,211110,2.03836
2021,Spur Petroleum Ltd.,N. Plato 01-18-027-17W3,Calgary,Saskatchewan,211110,2.1868
2020,Spur Petroleum Ltd.,N. Plato 1-14-27-18,,Saskatchewan,211110,0.7436999999999999
2021,Spur Petroleum Ltd.,N. Plato 1-14-27-18,Calgary,Saskatchewan,211110,0.7466999999999999
2020,Spur Petroleum Ltd.,Marten Hills 05-13-075,,Alberta,211110,1.97547
2021,Spur Petroleum Ltd.,Marten Hills 05-13-075,Calgary,Alberta,211110,8.3192
2020,Spur Petroleum Ltd.,Hz Jarvie 04-14,,Alberta,211110,0.48124999999999996
2020,Spur Petroleum Ltd.,Marten Hills 04-02-075,,Alberta,211110,6.59796
2021,Spur Petroleum Ltd.,Marten Hills 04-02-075,Calgary,Alberta,211110,8.594
2020,Spur Petroleum Ltd.,Marten Hills 01-29-074,,Alberta,211110,1.45505
2021,Spur Petroleum Ltd.,Marten Hills 01-29-074,Calgary,Alberta,211110,5.0673
2020,Cavendish Farms Corporation,Cavendish Farms,LETHBRIDGE,Alberta,311410,22.0
2021,Cavendish Farms Corporation,Cavendish Farms,Lethbridge,Alberta,311410,25.0
2020,Baccalieu Energy Inc.,Baccalieu WillGr 4-17-43-7 W5,,Alberta,211110,52.509
2021,Baccalieu Energy Inc.,Baccalieu WillGr 4-17-43-7 W5,N/A,Alberta,211110,85.306371
2020,Baccalieu Energy Inc.,Baccalieu Pembina 4-15-50-10 W5,,Alberta,211110,1.6589999999999998
2020,Baccalieu Energy Inc.,Baccalieu Pembina 2-13-50-12 W5,,Alberta,211110,33.69
2020,Baccalieu Energy Inc.,Baccalieu Ferrier 1-6-38-7 W5,,Alberta,211110,125.648
2021,Baccalieu Energy Inc.,Baccalieu Ferrier 1-6-38-7 W5,N/A,Alberta,211110,61.755772
2020,Artis Exploration Ltd.,Twining GP 16-24,,Alberta,211110,36.4083
2021,Artis Exploration Ltd.,Twining GP 16-24,Three Hills,Alberta,211110,69.6794
2020,Husky Oil Operations Limited,WILDMERE BT 01-24-048-06W4,CALGARY,Alberta,211110,1.92206
2021,Husky Oil Operations Limited,WILDMERE BT 01-24-048-06W4,N/A,Alberta,211110,15.784727
2020,Ember Resources Inc.,2-10-043-23W4,CALGARY,Alberta,211110,49.1
2021,Ember Resources Inc.,2-10-043-23W4,Calgary,Alberta,211110,49.1
2020,Ember Resources Inc.,11-16-043-23W4,CALGARY,Alberta,211110,49.1
2021,Ember Resources Inc.,11-16-043-23W4,Calgary,Alberta,211110,49.1
2021,Ember Resources Inc.,Wimborne 11-21-33-27-W4M ,Calgary,Alberta,211110,24.55
2020,Surge Energy Inc.,MBOG SAWN LK 12-29-91-12W5,,Alberta,211110,59.6798
2021,Surge Energy Inc.,MBOG SAWN LK 12-29-91-12W5,Northern Sunrise County,Alberta,211110,17.5257
2020,Jayhawk Resources Ltd.,JHK MINHHIK 4-5-44-5W5,,Alberta,211110,59.8999
2021,Jayhawk Resources Ltd.,JHK MINHHIK 4-5-44-5W5,na,Alberta,211110,56.904896
2020,Ridgeback Resources Inc.,HARMATTAN ELKTON 6-29-30-4W5 OIL MWB,,Alberta,211110,23.8746
2020,Husky Oil Operations Limited,KNOPCIK BT 13-31-073-10W6,CALGARY,Alberta,211110,49.90079
2021,PETRONAS Energy Canada Ltd.,Town A-018-D/094-A-13,Town,British Columbia,211110,25.571
2021,PETRONAS Energy Canada Ltd.,Town B-089-J/094-B-16 Gas Plant,Town,British Columbia,211110,142.398
2020,Ember Resources Inc.,04-35-30-26-W4M Twining Comp Stn,,Alberta,211110,71.77
2021,Ember Resources Inc.,04-35-30-26-W4M Twining Comp Stn,N/A,Alberta,211110,71.28
2020,Ember Resources Inc.,11-14-30-26-W4M Twining,,Alberta,211110,45.97
2021,Ember Resources Inc.,11-14-30-26-W4M Twining,N/A,Alberta,211110,27.5
2020,Ember Resources Inc.,02-20-43-23-W4M Nevis North ,,Alberta,211110,25.82
2021,Ember Resources Inc.,02-20-43-23-W4M Nevis North ,Calgary,Alberta,211110,26.84
2020,Razor Energy Corp.,Chin Coulee OB 06-01-008-15W4,LETHBRIDGE COUNTY,Alberta,211110,0.611
